Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment, Day 
store 26,9/14/2012,986131.94,non holiday,57.69,3.988,138.5673,7.405, Friday 
store 26,9/21/2012,961084.08,non holiday,,,138.6534,7.405, Friday 
store 26,9/28/2012,964726.37,non holiday,50.66,4.018,138.7395,7.405, Friday 
store 26,5/10/2012,1095504.26,non holiday,,4.027,138.8256,7.138, Thursday 
store 26,12/10/2012,1044639.69,non holiday,45.19,4.029,138.9117,7.138, Monday 
store 26,10/19/2012,975578.02,non holiday,43.51,4,138.8336129,7.138, Friday 
store 26,10/26/2012,958619.8,non holiday,,3.917,138.7281613,7.138, Friday 
store 27,5/2/2010,1874289.79,non holiday,27.19,2.954,135.3524608,8.237, Sunday 
store 27,12/2/2010,1745362.72,holiday,29.81,2.94,135.4113076,8.237, Thursday 
store 27,2/19/2010,1945070.33,non holiday,32.44,2.909,135.4657781,8.237, Friday 
store 27,2/26/2010,1390934.27,non holiday,36,2.91,135.5195191,8.237, Friday 
store 27,5/3/2010,1313729.72,non holiday,38.07,2.919,135.5732602,8.237, Monday 
store 27,12/3/2010,1925113.12,non holiday,,2.938,135.6270013,8.237, Friday 
store 27,3/19/2010,1700627.97,non holiday,,2.96,135.6682247,8.237, Friday 
store 27,3/26/2010,1836714.84,non holiday,52.34,2.963,135.7073618,8.237, Friday 
store 27,2/4/2010,2053952.97,non holiday,46.9,,135.7464988,8.058, Thursday 
store 27,9/4/2010,1955814.13,non holiday,62.62,2.992,135.7856359,8.058, Saturday 
store 27,4/16/2010,1857500.96,non holiday,54.95,3.01,135.82725,8.058, Friday 
store 27,4/23/2010,1850205.47,non holiday,53.91,3.021,135.8721667,8.058, Friday 
store 27,4/30/2010,1805885.04,non holiday,53.55,3.042,135.9170833,8.058, Friday 
store 27,7/5/2010,1939458.84,non holiday,69.02,3.095,135.962,8.058, Monday 
store 27,5/14/2010,1842465.78,non holiday,53.82,,136.010394,8.058, Friday 
store 27,5/21/2010,1836595.58,non holiday,63.31,3.096,136.0796521,8.058, Friday 
store 27,5/28/2010,1962468.67,non holiday,67.88,3.046,136.1489101,8.058, Friday 
store 27,4/6/2010,2073102.59,non holiday,,3.006,136.2181682,8.058, Tuesday 
store 27,11/6/2010,1873812.93,non holiday,68.9,2.972,136.2874263,8.058, Saturday 
store 27,6/18/2010,1887182.27,non holiday,70,2.942,136.3243393,8.058, Friday 
store 27,6/25/2010,1962625.01,non holiday,78.02,2.958,136.3483143,8.058, Friday 
store 27,2/7/2010,2024554.1,non holiday,76.25,2.958,136.3722893,7.982, Sunday 
store 27,9/7/2010,2119163.01,non holiday,82.69,2.94,136.3962643,7.982, Tuesday 
store 27,7/16/2010,1880691.64,non holiday,78.26,2.933,136.4179827,7.982, Friday 
store 27,7/23/2010,1808250.71,non holiday,81.56,2.924,136.4366924,7.982, Friday 
store 27,7/30/2010,1816489.53,non holiday,79.78,2.932,136.4554021,7.982, Friday 
store 27,6/8/2010,1908036.68,non holiday,77.45,2.942,136.4741118,7.982, Tuesday 
store 27,8/13/2010,1864436.12,non holiday,,2.923,136.4928214,7.982, Friday 
store 27,8/20/2010,1936878.46,non holiday,75.16,2.913,136.5249182,7.982, Friday 
store 27,8/27/2010,1870684.21,non holiday,70.31,2.885,136.557015,7.982, Friday 
store 27,3/9/2010,1908110.9,non holiday,,2.86,136.5891118,7.982, Tuesday 
store 27,10/9/2010,1913494.81,holiday,,2.837,136.6212085,7.982, Saturday 
store 27,9/17/2010,1629978.46,non holiday,64.5,2.846,136.6338071,7.982, Friday 
store 27,9/24/2010,1597002.71,non holiday,67.08,2.837,136.6317821,7.982, Friday 
store 27,1/10/2010,1543532.83,non holiday,,2.84,136.6297571,8.021, Sunday 
store 27,8/10/2010,1707662.87,non holiday,,,136.6277321,8.021, Tuesday 
store 27,10/15/2010,1728388.2,non holiday,58.38,2.999,136.6401935,8.021, Friday 
store 27,10/22/2010,1693935.29,non holiday,,3.049,136.688871,8.021, Friday 
store 27,10/29/2010,1688955.49,non holiday,61.02,3.055,136.7375484,8.021, Friday 
store 27,5/11/2010,1686010.02,non holiday,45.91,3.049,136.7862258,8.021, Tuesday 
store 27,12/11/2010,1828010.25,non holiday,45.9,3.065,136.8349032,8.021, Saturday 
store 27,11/19/2010,1704785.74,non holiday,50.81,3.138,136.7715714,8.021, Friday 
store 27,11/26/2010,2627910.75,holiday,,3.186,136.6895714,8.021, Friday 
store 27,3/12/2010,1884343.67,non holiday,41.81,3.2,136.6075714,8.021, Friday 
store 27,10/12/2010,2139733.68,non holiday,30.83,3.255,136.5255714,8.021, Tuesday 
store 27,12/17/2010,2350098.36,non holiday,31.62,3.301,136.5292811,8.021, Friday 
store 27,12/24/2010,3078162.08,non holiday,31.34,3.309,136.597273,8.021, Friday 
store 27,12/31/2010,1440963,holiday,29.59,3.336,136.665265,8.021, Friday 
store 27,7/1/2011,1568159.48,non holiday,34.42,3.351,136.7332569,7.827, Friday 
store 27,1/14/2011,1532308.62,non holiday,25.7,3.367,136.803477,7.827, Friday 
store 27,1/21/2011,1517029.9,non holiday,30.13,3.391,136.8870657,7.827, Friday 
store 27,1/28/2011,1421111.55,non holiday,23.64,3.402,136.9706544,7.827, Friday 
store 27,4/2/2011,1628100.79,non holiday,28.7,3.4,137.0542431,7.827, Saturday 
store 27,11/2/2011,1636224.77,holiday,30.45,3.416,137.1378318,7.827, Wednesday 
store 27,2/18/2011,1709365.19,non holiday,39.32,3.42,137.2511849,7.827, Friday 
store 27,2/25/2011,1688935.71,non holiday,33.05,3.452,137.3764439,7.827, Friday 
store 27,4/3/2011,1656130.67,non holiday,36.99,3.605,137.5017028,7.827, Sunday 
store 27,11/3/2011,1613259.77,non holiday,43.64,3.752,137.6269617,7.827, Thursday 
store 27,3/18/2011,1624539.21,non holiday,46.65,3.796,137.7398929,7.827, Friday 
store 27,3/25/2011,1554651.08,non holiday,40.11,,137.8478929,7.827, Friday 
store 27,1/4/2011,1628868.28,non holiday,37.27,3.811,137.9558929,7.725, Tuesday 
store 27,8/4/2011,1689844.18,non holiday,,3.895,138.0638929,7.725, Thursday 
store 27,4/15/2011,1727175.61,non holiday,52.24,3.981,138.1646952,7.725, Friday 
store 27,4/22/2011,1921655.48,non holiday,50.02,4.061,138.2475036,7.725, Friday 
store 27,4/29/2011,1642074.64,non holiday,,4.117,138.3303119,7.725, Friday 
store 27,6/5/2011,1757041.96,non holiday,56.48,4.192,138.4131202,7.725, Sunday 
store 27,5/13/2011,1763545.32,non holiday,60.07,4.211,138.4959286,7.725, Friday 
store 27,5/20/2011,1725268.56,non holiday,60.22,4.202,138.587106,7.725, Friday 
store 27,5/27/2011,1820723.17,non holiday,66.43,4.134,138.6782834,7.725, Friday 
store 27,3/6/2011,2053708.01,non holiday,74.17,4.069,138.7694608,7.725, Sunday 
store 27,10/6/2011,1817914.71,non holiday,73.26,4.025,138.8606382,7.725, Thursday 
store 27,6/17/2011,1814740.09,non holiday,,3.989,139.0028333,7.725, Friday 
store 27,6/24/2011,1811455.15,non holiday,72.02,3.964,139.1832917,7.725, Friday 
store 27,1/7/2011,1949983.93,non holiday,73.76,3.916,139.36375,7.85, Friday 
store 27,8/7/2011,2000055.27,non holiday,,3.886,139.5442083,7.85, Sunday 
store 27,7/15/2011,1762155.79,non holiday,77.83,3.915,139.7006325,7.85, Friday 
store 27,7/22/2011,1754879.45,non holiday,,3.972,139.7969712,7.85, Friday 
store 27,7/29/2011,1744879.06,non holiday,79.41,4.004,139.8933099,7.85, Friday 
store 27,5/8/2011,1747289.53,non holiday,78.14,4.02,139.9896486,7.85, Sunday 
store 27,12/8/2011,1758437.96,non holiday,76.67,3.995,140.0859873,7.85, Thursday 
store 27,8/19/2011,1781905.24,non holiday,72.97,3.942,140.1289205,7.85, Friday 
store 27,8/26/2011,2034400.78,non holiday,72.88,3.906,140.1629528,7.85, Friday 
store 27,2/9/2011,1511717.53,non holiday,,,140.196985,7.85, Wednesday 
store 27,9/9/2011,1911470.84,holiday,70.93,3.93,140.2310173,7.85, Friday 
store 27,9/16/2011,1613773.9,non holiday,69.65,3.937,140.2735,7.85, Friday 
store 27,9/23/2011,1606208.68,non holiday,,,140.32725,7.85, Friday 
store 27,9/30/2011,1599626.26,non holiday,70.92,3.858,140.381,7.85, Friday 
store 27,7/10/2011,1672339.27,non holiday,,3.775,140.43475,7.906, Sunday 
store 27,10/14/2011,1682652.51,non holiday,64.78,3.744,140.4784194,7.906, Friday 
store 27,10/21/2011,1689591.44,non holiday,59.62,3.757,140.4616048,7.906, Friday 
store 27,10/28/2011,1710372.4,non holiday,51.81,3.757,140.4447903,7.906, Friday 
store 27,4/11/2011,1621109.3,non holiday,44.46,3.738,140.4279758,7.906, Monday 
store 27,11/11/2011,1800728.07,non holiday,49.69,3.719,140.4111613,7.906, Friday 
store 27,11/18/2011,1723739.44,non holiday,51.42,3.717,140.4127857,7.906, Friday 
store 27,11/25/2011,2504400.71,holiday,47.88,3.689,140.4217857,7.906, Friday 
store 27,2/12/2011,1806924.74,non holiday,50.55,3.666,140.4307857,7.906, Saturday 
store 27,9/12/2011,2014665.98,non holiday,46.28,3.627,140.4397857,7.906, Monday 
store 27,12/16/2011,2205919.86,non holiday,40.68,3.611,140.4700795,7.906, Friday 
store 27,12/23/2011,2739019.75,non holiday,41.59,3.587,140.528765,7.906, Friday 
store 27,12/30/2011,1650604.6,holiday,37.85,3.566,140.5874505,7.906, Friday 
store 27,6/1/2012,1535287.4,non holiday,35.8,3.585,140.6461359,8.009, Friday 
store 27,1/13/2012,1492399.13,non holiday,41.3,3.666,140.7048214,8.009, Friday 
store 27,1/20/2012,1542131.05,non holiday,30.35,3.705,140.8086118,8.009, Friday 
store 27,1/27/2012,1263534.86,non holiday,36.96,3.737,140.9124021,8.009, Friday 
store 27,3/2/2012,1564246.02,non holiday,42.52,3.796,141.0161924,8.009, Friday 
store 27,10/2/2012,1651605.35,holiday,37.86,3.826,141.1199827,8.009, Tuesday 
store 27,2/17/2012,1606221.56,non holiday,37.24,3.874,141.2140357,8.009, Friday 
store 27,2/24/2012,1648602.39,non holiday,41.74,3.917,141.3007857,8.009, Friday 
store 27,2/3/2012,1509323.09,non holiday,,3.983,141.3875357,8.009, Friday 
store 27,9/3/2012,1607343.41,non holiday,44.32,4.021,141.4742857,8.009, Monday 
store 27,3/16/2012,1635984.07,non holiday,49.6,4.021,141.55478,8.009, Friday 
store 27,3/23/2012,1620839.34,non holiday,57.3,4.054,141.6269332,8.009, Friday 
store 27,3/30/2012,1615494.14,non holiday,,4.098,141.6990864,8.009, Friday 
store 27,6/4/2012,1899013.34,non holiday,48.73,4.143,141.7712396,8.253, Monday 
store 27,4/13/2012,1650405.21,non holiday,52.22,4.187,141.8433929,8.253, Friday 
store 27,4/20/2012,1639999.47,non holiday,62.62,4.17,141.9015262,8.253, Friday 
store 27,4/27/2012,1565498.84,non holiday,,4.163,141.9596595,8.253, Friday 
store 27,4/5/2012,1669388.45,non holiday,,4.124,142.0177929,8.253, Thursday 
store 27,11/5/2012,1674306.31,non holiday,,4.055,142.0759262,8.253, Monday 
store 27,5/18/2012,1707158.82,non holiday,65.15,4.029,142.0970115,8.253, Friday 
store 27,5/25/2012,1818906.73,non holiday,64.77,3.979,142.1032776,8.253, Friday 
store 27,1/6/2012,1900638.6,non holiday,73.4,3.915,142.1095438,8.253, Friday 
store 27,8/6/2012,1764756.31,non holiday,64.05,3.871,142.1158099,8.253, Monday 
store 27,6/15/2012,1773500.56,non holiday,69.52,,142.1292548,8.253, Friday 
store 27,6/22/2012,1837884.79,non holiday,73.23,3.722,142.1606464,8.253, Friday 
store 27,6/29/2012,1842555.32,non holiday,73.94,3.667,142.1920381,8.253, Friday 
store 27,6/7/2012,2062224.92,non holiday,82.08,3.646,142.2234298,8.239, Thursday 
store 27,7/13/2012,1755889.53,non holiday,78.95,3.689,142.2548214,8.239, Friday 
store 27,7/20/2012,1730913.66,non holiday,,3.732,142.2337569,8.239, Friday 
store 27,7/27/2012,1625883.71,non holiday,76.01,3.82,142.2126924,8.239, Friday 
store 27,3/8/2012,1705810.84,non holiday,75.22,3.819,142.1916279,8.239, Thursday 
store 27,10/8/2012,1720537.26,non holiday,78.44,3.863,142.1705634,8.239, Monday 
store 27,8/17/2012,1735339.59,non holiday,,3.963,142.2157385,8.239, Friday 
store 27,8/24/2012,1780443.36,non holiday,,3.997,142.3105933,8.239, Friday 
store 27,8/31/2012,1731935.43,non holiday,,4.026,142.4054482,8.239, Friday 
store 27,7/9/2012,1840955.23,holiday,76,4.076,142.500303,8.239, Monday 
store 27,9/14/2012,1519604.5,non holiday,68.72,4.088,142.5938833,8.239, Friday 
store 27,9/21/2012,1557485.75,non holiday,66.1,4.203,142.6798167,8.239, Friday 
store 27,9/28/2012,1540687.63,non holiday,64.92,4.158,142.76575,8.239, Friday 
store 27,5/10/2012,1591816.88,non holiday,64.5,4.151,142.8516833,8, Thursday 
store 27,12/10/2012,1660081.29,non holiday,55.4,4.186,142.9376167,8, Monday 
store 27,10/19/2012,1620374.24,non holiday,56.53,4.153,142.8633629,8, Friday 
store 27,10/26/2012,1703047.74,non holiday,58.99,4.071,142.7624113,8, Friday 
store 28,5/2/2010,1672352.29,non holiday,49.47,2.962,126.4420645,13.975, Sunday 
store 28,12/2/2010,1558968.49,holiday,47.87,2.946,126.4962581,13.975, Thursday 
store 28,2/19/2010,1491300.42,non holiday,54.83,2.915,126.5262857,13.975, Friday 
store 28,2/26/2010,1542173.33,non holiday,50.23,2.825,126.5522857,13.975, Friday 
store 28,5/3/2010,1608435.45,non holiday,53.77,2.987,126.5782857,13.975, Monday 
store 28,12/3/2010,1326877.11,non holiday,50.11,2.925,126.6042857,13.975, Friday 
store 28,3/19/2010,1279819.43,non holiday,,3.054,126.6066452,13.975, Friday 
store 28,3/26/2010,1245268.77,non holiday,60.06,3.083,126.6050645,13.975, Friday 
store 28,2/4/2010,1441559.4,non holiday,,3.086,126.6034839,14.099, Thursday 
store 28,9/4/2010,1382359.21,non holiday,59.25,3.09,126.6019032,14.099, Saturday 
store 28,4/16/2010,1268240.66,non holiday,64.95,3.109,126.5621,14.099, Friday 
store 28,4/23/2010,1244177.21,non holiday,,3.05,126.4713333,14.099, Friday 
store 28,4/30/2010,1186971.02,non holiday,,3.105,126.3805667,14.099, Friday 
store 28,7/5/2010,1532893.22,non holiday,70.15,3.127,126.2898,14.099, Monday 
store 28,5/14/2010,1245898.73,non holiday,68.44,3.145,126.2085484,14.099, Friday 
store 28,5/21/2010,1217923.71,non holiday,76.2,3.12,126.1843871,14.099, Friday 
store 28,5/28/2010,1176588.25,non holiday,67.84,3.058,126.1602258,14.099, Friday 
store 28,4/6/2010,1543678.02,non holiday,81.39,2.941,126.1360645,14.099, Tuesday 
store 28,11/6/2010,1348995.17,non holiday,90.84,2.949,126.1119032,14.099, Saturday 
store 28,6/18/2010,1267619.06,non holiday,81.06,3.043,126.114,14.099, Friday 
store 28,6/25/2010,1231025.07,non holiday,87.27,3.084,126.1266,14.099, Friday 
store 28,2/7/2010,1399960.15,non holiday,91.98,3.105,126.1392,14.18, Sunday 
store 28,9/7/2010,1340293.87,non holiday,90.37,3.1,126.1518,14.18, Tuesday 
store 28,7/16/2010,1225336.41,non holiday,97.18,3.094,126.1498065,14.18, Friday 
store 28,7/23/2010,1205884.98,non holiday,99.22,3.112,126.1283548,14.18, Friday 
store 28,7/30/2010,1150204.71,non holiday,,3.017,126.1069032,14.18, Friday 
store 28,6/8/2010,1523101.38,non holiday,92.95,3.123,126.0854516,14.18, Tuesday 
store 28,8/13/2010,1218688.09,non holiday,87.01,3.159,126.064,14.18, Friday 
store 28,8/20/2010,1195897.6,non holiday,92.81,3.041,126.0766452,14.18, Friday 
store 28,8/27/2010,1191585.92,non holiday,93.19,3.129,126.0892903,14.18, Friday 
store 28,3/9/2010,1523410.71,non holiday,83.12,3.087,126.1019355,14.18, Tuesday 
store 28,10/9/2010,1246062.17,holiday,83.63,3.044,126.1145806,14.18, Saturday 
store 28,9/17/2010,1159812.35,non holiday,82.45,3.028,126.1454667,14.18, Friday 
store 28,9/24/2010,1111797.21,non holiday,81.77,2.939,126.1900333,14.18, Friday 
store 28,1/10/2010,1203080.41,non holiday,85.2,3.001,126.2346,14.313, Sunday 
store 28,8/10/2010,1334571.87,non holiday,71.82,3.013,126.2791667,14.313, Tuesday 
store 28,10/15/2010,1158062.99,non holiday,75,2.976,126.3266774,14.313, Friday 
store 28,10/22/2010,1120619.32,non holiday,68.85,3.014,126.3815484,14.313, Friday 
store 28,10/29/2010,1231688.48,non holiday,61.09,3.016,126.4364194,14.313, Friday 
store 28,5/11/2010,1501663.26,non holiday,65.49,3.129,126.4912903,14.313, Tuesday 
store 28,12/11/2010,1266460.45,non holiday,57.79,3.13,126.5461613,14.313, Saturday 
store 28,11/19/2010,1179315.72,non holiday,58.18,3.161,126.6072,14.313, Friday 
store 28,11/26/2010,1937033.5,holiday,47.66,3.162,126.6692667,14.313, Friday 
store 28,3/12/2010,1447916.29,non holiday,43.33,3.041,126.7313333,14.313, Friday 
store 28,10/12/2010,1466164.49,non holiday,50.01,3.203,126.7934,14.313, Tuesday 
store 28,12/17/2010,1510443.62,non holiday,52.77,3.236,126.8794839,14.313, Friday 
store 28,12/24/2010,2026026.39,non holiday,,3.236,126.9835806,14.313, Friday 
store 28,12/31/2010,1090558.57,holiday,45.64,3.148,127.0876774,14.313, Friday 
store 28,7/1/2011,1402902.47,non holiday,37.64,3.287,127.1917742,14.021, Friday 
store 28,1/14/2011,1098286.61,non holiday,43.15,3.312,127.3009355,14.021, Friday 
store 28,1/21/2011,1079669.11,non holiday,53.53,,127.4404839,14.021, Friday 
store 28,1/28/2011,1127859.69,non holiday,50.74,3.342,127.5800323,14.021, Friday 
store 28,4/2/2011,1564897.32,non holiday,45.14,3.348,127.7195806,14.021, Saturday 
store 28,11/2/2011,1397301.38,holiday,51.3,3.381,127.859129,14.021, Wednesday 
store 28,2/18/2011,1514828.82,non holiday,53.35,3.43,127.99525,14.021, Friday 
store 28,2/25/2011,1311796.91,non holiday,48.45,3.53,128.13,14.021, Friday 
store 28,4/3/2011,1723736.91,non holiday,51.72,3.674,128.26475,14.021, Sunday 
store 28,11/3/2011,1380836.35,non holiday,57.75,3.818,128.3995,14.021, Thursday 
store 28,3/18/2011,1286413.71,non holiday,64.21,3.692,128.5121935,14.021, Friday 
store 28,3/25/2011,1201059.72,non holiday,54.4,3.909,128.6160645,14.021, Friday 
store 28,1/4/2011,1336838.41,non holiday,63.63,3.772,128.7199355,13.736, Tuesday 
store 28,8/4/2011,1414713.5,non holiday,64.47,4.003,128.8238065,13.736, Thursday 
store 28,4/15/2011,1240126.07,non holiday,57.63,3.868,128.9107333,13.736, Friday 
store 28,4/22/2011,1297452,non holiday,72.12,4.134,128.9553,13.736, Friday 
store 28,4/29/2011,1222367.9,non holiday,,4.151,128.9998667,13.736, Friday 
store 28,6/5/2011,1515890.38,non holiday,68.4,4.193,129.0444333,13.736, Sunday 
store 28,5/13/2011,1253316.3,non holiday,70.93,4.202,129.089,13.736, Friday 
store 28,5/20/2011,1151282.31,non holiday,66.59,4.169,129.0756774,13.736, Friday 
store 28,5/27/2011,1160043.98,non holiday,76.67,4.087,129.0623548,13.736, Friday 
store 28,3/6/2011,1403779.25,non holiday,,4.031,129.0490323,13.736, Sunday 
store 28,10/6/2011,1339972.83,non holiday,78.72,3.981,129.0357097,13.736, Thursday 
store 28,6/17/2011,1268503.49,non holiday,,3.935,129.0432,13.736, Friday 
store 28,6/24/2011,1208809.34,non holiday,88.95,3.898,129.0663,13.736, Friday 
store 28,1/7/2011,1319054.57,non holiday,89.85,3.842,129.0894,13.503, Friday 
store 28,8/7/2011,1459655.85,non holiday,89.9,3.705,129.1125,13.503, Sunday 
store 28,7/15/2011,1197373.13,non holiday,88.1,3.692,129.1338387,13.503, Friday 
store 28,7/22/2011,1165870.54,non holiday,91.17,3.794,129.1507742,13.503, Friday 
store 28,7/29/2011,1114530.29,non holiday,93.29,3.805,129.1677097,13.503, Friday 
store 28,5/8/2011,1523870.89,non holiday,90.61,3.803,129.1846452,13.503, Sunday 
store 28,12/8/2011,1218764.94,non holiday,,3.701,129.2015806,13.503, Thursday 
store 28,8/19/2011,1200019.74,non holiday,91.74,3.743,129.2405806,13.503, Friday 
store 28,8/26/2011,1166479.51,non holiday,94.61,3.74,129.2832581,13.503, Friday 
store 28,2/9/2011,1468871.49,non holiday,93.66,3.798,129.3259355,13.503, Wednesday 
store 28,9/9/2011,1310087,holiday,88,3.913,129.3686129,13.503, Friday 
store 28,9/16/2011,1159212.1,non holiday,76.36,3.918,129.4306,13.503, Friday 
store 28,9/23/2011,1109105.92,non holiday,,3.789,129.5183333,13.503, Friday 
store 28,9/30/2011,1120731.76,non holiday,,3.877,129.6060667,13.503, Friday 
store 28,7/10/2011,1557314.58,non holiday,70.44,3.827,129.6938,12.89, Sunday 
store 28,10/14/2011,1220984.94,non holiday,67.31,3.805,129.7706452,12.89, Friday 
store 28,10/21/2011,1203172.05,non holiday,73.05,3.842,129.7821613,12.89, Friday 
store 28,10/28/2011,1242746.06,non holiday,,3.727,129.7936774,12.89, Friday 
store 28,4/11/2011,1576654.67,non holiday,,3.828,129.8051935,12.89, Monday 
store 28,11/11/2011,1402654.95,non holiday,48.76,3.824,129.8167097,12.89, Friday 
store 28,11/18/2011,1255081.22,non holiday,54.2,3.813,129.8268333,12.89, Friday 
store 28,11/25/2011,1929738.27,holiday,53.25,3.622,129.8364,12.89, Friday 
store 28,2/12/2011,1368130.35,non holiday,,3.701,129.8459667,12.89, Saturday 
store 28,9/12/2011,1467024.3,non holiday,42.17,3.644,129.8555333,12.89, Monday 
store 28,12/16/2011,1429954.66,non holiday,43.29,3.6,129.8980645,12.89, Friday 
store 28,12/23/2011,1796203.51,non holiday,45.4,3.541,129.9845484,12.89, Friday 
store 28,12/30/2011,1270036.53,holiday,44.64,3.428,130.0710323,12.89, Friday 
store 28,6/1/2012,1466046.07,non holiday,50.43,3.599,130.1575161,12.187, Friday 
store 28,1/13/2012,1161190.29,non holiday,48.07,3.657,130.244,12.187, Friday 
store 28,1/20/2012,1129540.48,non holiday,46.2,3.66,130.2792258,12.187, Friday 
store 28,1/27/2012,1132948.48,non holiday,50.43,3.675,130.3144516,12.187, Friday 
store 28,3/2/2012,1531599.44,non holiday,50.58,3.702,130.3496774,12.187, Friday 
store 28,10/2/2012,1572966.15,holiday,52.27,3.722,130.3849032,12.187, Tuesday 
store 28,2/17/2012,1501503.68,non holiday,,,130.4546207,12.187, Friday 
store 28,2/24/2012,1323487.91,non holiday,,3.95,130.5502069,12.187, Friday 
store 28,2/3/2012,1451740.57,non holiday,52.27,4.178,130.6457931,12.187, Friday 
store 28,9/3/2012,1680764.06,non holiday,54.54,4.25,130.7413793,12.187, Monday 
store 28,3/16/2012,1337875.49,non holiday,,4.273,130.8261935,12.187, Friday 
store 28,3/23/2012,1216059.41,non holiday,,4.038,130.8966452,12.187, Friday 
store 28,3/30/2012,1209524.11,non holiday,64.36,4.294,130.9670968,12.187, Friday 
store 28,6/4/2012,1559592.79,non holiday,64.05,4.121,131.0375484,11.627, Monday 
store 28,4/13/2012,1290684.95,non holiday,64.28,4.254,131.108,11.627, Friday 
store 28,4/20/2012,1180797.2,non holiday,,4.222,131.1173333,11.627, Friday 
store 28,4/27/2012,1170456.16,non holiday,77.99,4.193,131.1266667,11.627, Friday 
store 28,4/5/2012,1450628.85,non holiday,76.03,4.171,131.136,11.627, Thursday 
store 28,11/5/2012,1264575.18,non holiday,77.27,4.186,131.1453333,11.627, Monday 
store 28,5/18/2012,1213310.45,non holiday,84.51,4.11,131.0983226,11.627, Friday 
store 28,5/25/2012,1151214.41,non holiday,,4.293,131.0287742,11.627, Friday 
store 28,1/6/2012,1245480.95,non holiday,,,130.9592258,11.627, Friday 
store 28,8/6/2012,1440687.69,non holiday,,4.103,130.8896774,11.627, Monday 
store 28,6/15/2012,1229760.97,non holiday,85.94,4.144,130.8295333,11.627, Friday 
store 28,6/22/2012,1180671.55,non holiday,91.61,4.014,130.7929,11.627, Friday 
store 28,6/29/2012,1129031.98,non holiday,90.47,3.875,130.7562667,11.627, Friday 
store 28,6/7/2012,1500863.54,non holiday,89.13,3.765,130.7196333,10.926, Thursday 
store 28,7/13/2012,1179915.04,non holiday,95.61,3.723,130.683,10.926, Friday 
store 28,7/20/2012,1149427.48,non holiday,85.53,3.726,130.7012903,10.926, Friday 
store 28,7/27/2012,1135035.09,non holiday,93.47,3.769,130.7195806,10.926, Friday 
store 28,3/8/2012,1376520.1,non holiday,88.16,3.76,130.737871,10.926, Thursday 
store 28,10/8/2012,1269113.41,non holiday,95.91,3.811,130.7561613,10.926, Monday 
store 28,8/17/2012,1184198.41,non holiday,94.87,4.002,130.7909677,10.926, Friday 
store 28,8/24/2012,1199309.59,non holiday,85.32,4.055,130.8381613,10.926, Friday 
store 28,8/31/2012,1227118.75,non holiday,89.78,4.093,130.8853548,10.926, Friday 
store 28,7/9/2012,1469693.99,holiday,88.52,4.124,130.9325484,10.926, Monday 
store 28,9/14/2012,1124660.77,non holiday,83.64,4.133,130.9776667,10.926, Friday 
store 28,9/21/2012,1135340.19,non holiday,82.97,4.125,131.0103333,10.926, Friday 
store 28,9/28/2012,1129508.61,non holiday,81.22,,131.043,10.926, Friday 
store 28,5/10/2012,1462941.03,non holiday,81.61,3.966,131.0756667,10.199, Thursday 
store 28,12/10/2012,1205536.71,non holiday,71.74,4.468,131.1083333,10.199, Monday 
store 28,10/19/2012,1143724.48,non holiday,68.66,4.449,131.1499677,10.199, Friday 
store 28,10/26/2012,1213860.61,non holiday,,4.301,131.1930968,10.199, Friday 
store 29,5/2/2010,538634.46,non holiday,24.36,2.788,131.5279032,10.064, Sunday 
store 29,12/2/2010,529672.95,holiday,,,131.5866129,10.064, Thursday 
store 29,2/19/2010,542399.07,non holiday,31.96,2.747,131.637,10.064, Friday 
store 29,2/26/2010,488417.61,non holiday,,2.753,131.686,10.064, Friday 
store 29,5/3/2010,535087.91,non holiday,36.82,2.766,131.735,10.064, Monday 
store 29,12/3/2010,519042.49,non holiday,43.43,2.805,131.784,10.064, Friday 
store 29,3/19/2010,496851.6,non holiday,46.03,2.834,131.8242903,10.064, Friday 
store 29,3/26/2010,552985.34,non holiday,,2.831,131.863129,10.064, Friday 
store 29,2/4/2010,599629.25,non holiday,44.96,2.826,131.9019677,10.16, Thursday 
store 29,9/4/2010,569937.23,non holiday,57.06,,131.9408065,10.16, Saturday 
store 29,4/16/2010,509100.84,non holiday,51.14,2.885,131.9809,10.16, Friday 
store 29,4/23/2010,505329.66,non holiday,51.04,2.895,132.0226667,10.16, Friday 
store 29,4/30/2010,501013.47,non holiday,50.96,2.935,132.0644333,10.16, Friday 
store 29,7/5/2010,568497.35,non holiday,,2.981,132.1062,10.16, Monday 
store 29,5/14/2010,518940.88,non holiday,50.99,2.983,132.152129,10.16, Friday 
store 29,5/21/2010,502021.82,non holiday,59.99,2.961,132.2230323,10.16, Friday 
store 29,5/28/2010,577627.66,non holiday,65.64,2.906,132.2939355,10.16, Friday 
store 29,4/6/2010,588017.66,non holiday,,2.857,132.3648387,10.16, Tuesday 
store 29,11/6/2010,540716.58,non holiday,65.01,2.83,132.4357419,10.16, Saturday 
store 29,6/18/2010,558731.74,non holiday,,2.805,132.4733333,10.16, Friday 
store 29,6/25/2010,585548.79,non holiday,74.37,2.81,132.4976,10.16, Friday 
store 29,2/7/2010,581473.55,non holiday,72.88,2.815,132.5218667,10.409, Sunday 
store 29,9/7/2010,563449.43,non holiday,79.22,2.806,132.5461333,10.409, Tuesday 
